var_name_raw,var_name_clean,var_label
A1SG2Q,a1sg2q,Rate finance situation in late 40s
A1SG2R,a1sg2r,Rate finance situation in late 60s
A1SG2S,a1sg2s,Rate overall life in late 20s
A1SG2T,a1sg2t,Rate overall life in late 40s
A1SG2U,a1sg2u,Rate overall life in late 60s
A1SG3,a1sg3,Age feel like most of the time
A1SG4,a1sg4,Age would like to be
A1SG5,a1sg5,Age men enter middle age
A1SG6,a1sg6,Age men no longer middle age
A1SG7,a1sg7,Age women enter middle age
A1SG8,a1sg8,Age women no longer middle age
A1SH1,a1sh1,Career psychological turning point
A1SH2,a1sh2,Upset for friend psychological turning point
A1SH3,a1sh3,Happy for friend psychological turning point
A1SH4,a1sh4,Upset for self psychological turning point
A1SH5,a1sh5,Happy for self psychological turning point
A1SH6,a1sh6,Fulfill dream
A1SH7,a1sh7,Give up dream
A1SI1A1,a1si1a1,Working full time 10 years ago
A1SI1A2,a1si1a2,Working full time now
A1SI1A3,a1si1a3,Working full time 10 years ahead
A1SI1B1,a1si1b1,Working part time 10 years ago
A1SI1B2,a1si1b2,Working part time now
A1SI1B3,a1si1b3,Working part time 10 years ahead
A1SI1C1,a1si1c1,Self employed 10 years ago
A1SI1C2,a1si1c2,Self employed now
A1SI1C3,a1si1c3,Self employed 10 years ahead
A1SI1D1,a1si1d1,Volunteer 15 hours+ 10 years ago
A1SI1D2,a1si1d2,Volunteer 15 hours+ now
A1SI1D3,a1si1d3,Volunteer 15 hours+ 10 years ahead
A1SI1E1,a1si1e1,Full time student 10 years ago
A1SI1E2,a1si1e2,Full time student now
A1SI1E3,a1si1e3,Full time student 10 years ahead
A1SI1F1,a1si1f1,Part time student 10 years ago
A1SI1F2,a1si1f2,Part time student now
A1SI1F3,a1si1f3,Part time student 10 years ahead
A1SI1G1,a1si1g1,Primary caregiver for own kid 10 years ago
A1SI1G2,a1si1g2,Primary caregiver for own kid now
A1SI1G3,a1si1g3,Primary caregiver for own kid 10 years ahead
A1SI1H1,a1si1h1,Full time homemaker 10 years ago
A1SI1H2,a1si1h2,Full time homemaker now
A1SI1H3,a1si1h3,Full time homemaker 10 years ahead
A1SI1I1,a1si1i1,Unemployed 10 years ago
A1SI1I2,a1si1i2,Unemployed now
A1SI1I3,a1si1i3,Unemployed 10 years ahead
A1SI1J1,a1si1j1,Sick leave 10 years ago
A1SI1J2,a1si1j2,Sick leave now
A1SI1J3,a1si1j3,Sick leave 10 years ahead
A1SI1K1,a1si1k1,Retired 10 years ago
A1SI1K2,a1si1k2,Retired now
A1SI1K3,a1si1k3,Retired 10 years ahead
A1SI2,a1si2,Rate current work situation
A1SI3,a1si3,Rate work situation 10 years ago
A1SI4,a1si4,Rate work situation 10 years future
A1SI5,a1si5,Rate amount control over work situation
A1SI6,a1si6,Rate thought/effort put into work
A1SI7,a1si7,Age first worked paid job 6 months or more
A1SI8,a1si8,Number of years employed at least 6 months of year
A1SI9,a1si9,Number of years full-time employed
A1SI10,a1si10,Unemployed longest period (number of weeks)
A1SI11,a1si11,Main reason unemployed during longest period
A1SI12A,a1si12a,Employment status in 1994
A1SI12B,a1si12b,Employment status in 1993
A1SI12C,a1si12c,Employment status in 1992
A1SI12D,a1si12d,Employment status in 1991
A1SI12E,a1si12e,Employment status in 1990
A1SI12F,a1si12f,Employment status in 1989
A1SI12G,a1si12g,Employment status in 1988
A1SI12H,a1si12h,Employment status in 1987
A1SI12I,a1si12i,Employment status in 1986
A1SI12J,a1si12j,Employment status in 1985
A1SI13A,a1si13a,Work paid number of weeks (12 months)
A1SI13B,a1si13b,Unemployed number of weeks (12 months)
A1SI13C,a1si13c,Unpaid leave number of weeks (12 months)
A1SI13D,a1si13d,Not working or looking number of weeks (12 months)
A1SI14,a1si14,Work for pay currently
A1SI15A,a1si15a,Work days in average week (frequency)
A1SI15B,a1si15b,Work evenings in average week (frequency)
A1SI15C,a1si15c,Work nights in average week (frequency)
A1SI15D,a1si15d,Work weekends in average week (frequency)
A1SI16,a1si16,Time begin job - military time (HHMM)
A1SI17,a1si17,Time end job - military time (HHMM)
A1SI18,a1si18,Job commute time - number of minutes
A1SI19,a1si19,Problem with someone at work (12 months)
A1SI20,a1si20,Other ongoing stress at work (12 months)
A1SI21,a1si21,Chances could keep job for next 2 years
A1SI22,a1si22,Job effect on physical health
A1SI23,a1si23,Job effect on emotional/mental health
A1SI24,a1si24,Accident/injury risk at job
A1SI25,a1si25,Number of times injured at job in the past five years
A1SI26,a1si26,Seriousness of job injury
A1SI27A,a1si27a,Job reduces effort to activities at home
A1SI27B,a1si27b,Job stress makes irritable at home
A1SI27C,a1si27c,Job makes too tired to do things at home
A1SI27D,a1si27d,Job problems distract you at home
A1SI27E,a1si27e,Job helps to deal with issues at home
A1SI27F,a1si27f,Job makes you more interesting at home
A1SI27G,a1si27g,Job makes you better companion at home
A1SI27H,a1si27h,Job skills useful at home
A1SI27I,a1si27i,Home responsibilities reduce job effort
A1SI27J,a1si27j,Personal worries distract you at job
A1SI27K,a1si27k,Home chores prevent sleep to do job
A1SI27L,a1si27l,Home stress makes irritable at job
A1SI27M,a1si27m,Talk someone at home helps job problems
A1SI27N,a1si27n,Providing home makes work harder at job
A1SI27O,a1si27o,Home love makes you confident at job
A1SI27P,a1si27p,Home helps to relax for next workday
A1SPOSWF,a1sposwf,Positive Work to Family Spillover
A1SNEGWF,a1snegwf,Negative Work to Family Spillover
A1SPOSFW,a1sposfw,Positive Family to Work Spillover
A1SNEGFW,a1snegfw,Negative Family to Work Spillover
A1SI28A,a1si28a,Work intensively at job
A1SI28B,a1si28b,Learn new things at job
A1SI28C,a1si28c,Work demands high skill level
A1SI28D,a1si28d,Initiate things at job
A1SI28E,a1si28e,Choice how to do work tasks
A1SI28F,a1si28f,Choice what tasks to do at work
A1SI28G,a1si28g,Say in work decisions
A1SI28H,a1si28h,Say in planning work environment
A1SI28I,a1si28i,Job provides variety interesting things
A1SI28J,a1si28j,Work demands hard to combine
A1SI29A,a1si29a,Too many demands at job (12 months)
A1SI29B,a1si29b,Control amount of time at tasks at job (12 months)
A1SI29C,a1si29c,Time to get everything done at job (12 months)
A1SI29D,a1si29d,Lot of interruptions at job (12 months)
A1SJCSD,a1sjcsd,Skill Discretion (Job Characteristics)
A1SJCDA,a1sjcda,Decision Authority (Job Characteristics)
A1SJCDS,a1sjcds,Demands Scale (Job Characteristics)
A1SJCCS,a1sjccs,Coworker Support (Job Characteristics)
A1SJCSS,a1sjcss,Supervisor Support (Job Characteristics)
A1SI30A,a1si30a,Coworker help/support
A1SI30B,a1si30b,Coworker listen to work-related problems
A1SI30C,a1si30c,Supervisor gives needed information
A1SI30D,a1si30d,Supervisor help/support
A1SI30E,a1si30e,Supervisor listen to work-related problems
A1SI31A,a1si31a,Feel cheated about good job chances
A1SI31B,a1si31b,Feel pride for work at job
A1SI31C,a1si31c,Others respect my work at job
A1SI31D,a1si31d,Others have more rewarding jobs
A1SI31E,a1si31e,Had opportunities as good as others
A1SI31F,a1si31f,Others have better jobs than me
A1SPIWOR,a1spiwor,Perceived Inequality in Work
A1SI32A,a1si32a,Too many demands at home (12 months)
A1SI32B,a1si32b,Control amount of time at tasks at home (12 months)
A1SI32C,a1si32c,Time to get everything done at home (12 months)
A1SI32D,a1si32d,Lot of interruptions at home (12 months)
A1SI33A,a1si33a,Feel pride about work at home
A1SI33B,a1si33b,Feel others respect my work at home
A1SI33C,a1si33c,Paid work more rewarding than home work
A1SI34A,a1si34a,Feel pride about unpaid work in community
A1SI34B,a1si34b,Feel others respect my community work
A1SI34C,a1si34c,Paid work more rewarding than volunteer
A1SJ1,a1sj1,Rate current financial situation
A1SJ2,a1sj2,Rate financial situation 10 years ago
A1SJ3,a1sj3,Rate financial situation 10 years future
A1SJ4,a1sj4,Rate control over financial situation
A1SJ5,a1sj5,Rate thought/effort into financial situation
A1SJ6,a1sj6,"Money to meet needs (more, enough, not enough)"
A1SJ7,a1sj7,How difficult to pay monthly bills
A1SJ8,a1sj8,Respondent's wages last calendar year
A1SJ8M,a1sj8m,Mean respondent's wages last calendar year
A1SJ9,a1sj9,Spouse/partner's wages last calendar year
A1SJ9M,a1sj9m,Mean spouse/partner's wages last calendar year
A1SHWEARN,a1shwearn,Respondent's and spouse/partner's earnings
A1SJ10,a1sj10,Other family member's wages last calendar year
A1SJ10M,a1sj10m,Mean other family member's wages last calendar year
A1SJ11,a1sj11,Household income from social security (12 months)
A1SJ11M,a1sj11m,Mean household income from social security (12 months)
A1SJ12,a1sj12,Total household income from government assistance (12 months)
A1SJ12M,a1sj12m,Mean total household income from government assistance (12 months)
A1SJ13,a1sj13,Household all other income (12 months)
A1SJ13M,a1sj13m,Mean household all other income (12 months)
A1SHHTOT,a1shhtot,"Household total income from wage, pension, social security, and other sources"
A1SJ14,a1sj14,Money left or owed if cashed in and paid off debt
A1SJ15,a1sj15,Amount you would owe or have
A1SASSET,a1sasset,Assets in $100
A1SJ16,a1sj16,Respondent employer/union pension plan currently
A1SJ17,a1sj17,Respondent has own traditional/Keogh/Roth IRA account
A1SJ18,a1sj18,Respondent has other pension/retirement plans
A1SJ19,a1sj19,Spouse/partner employer/union pension plan currently
A1SK1,a1sk1,Rate current contribution to others welfare
A1SK2,a1sk2,Rate contribution to others welfare 10 years ago
A1SK3,a1sk3,Rate contribution to others welfare 10 years future
A1SK4,a1sk4,Rate control over contribution to others welfare
A1SK5,a1sk5,Rate thought/effort into contribution to others welfare
A1SK6A,a1sk6a,Made unique contributions to society
A1SK6B,a1sk6b,Important skills to pass along to others
A1SK6C,a1sk6c,Many people come to you for advice
A1SK6D,a1sk6d,Feel other people need you
A1SK6E,a1sk6e,Good influence on others' lives
A1SK6F,a1sk6f,Like to teach things to people
A1SGENER,a1sgener,Loyola Generativity Scale
A1SK7A,a1sk7a,Drop plan when children troubled
A1SK7B,a1sk7b,Contact adult children regularly
A1SK7C,a1sk7c,Raise children for friend if died
A1SK7D,a1sk7d,Drop plan when spouse troubled
A1SK7E,a1sk7e,Take adult children back into home
A1SK7F,a1sk7f,Take friend into home
A1SK7G,a1sk7g,Call parents regularly
A1SK7H,a1sk7h,Give money to friend
A1SK7I,a1sk7i,Serve on a jury if called
A1SK7J,a1sk7j,Keep informed about national news
A1SK7K,a1sk7k,Testify in court for accident
A1SK7L,a1sk7l,Vote in local/national election
A1SK7M,a1sk7m,Do more than others on job
A1SK7N,a1sk7n,Work hard even if dislike employer
A1SK7O,a1sk7o,Cancel visit friend to work overtime
A1SK7P,a1sk7p,Pay more so everyone had healthcare
A1SK7Q,a1sk7q,Volunteer for social causes
A1SK7R,a1sk7r,Collect contributions for medical research
A1SK7S,a1sk7s,Vote for law help others but increase my tax
A1SPRIOB,a1spriob,Primary obligation - 3 factor model
A1SCVOB3,a1scvob3,Civic and Job obligation - 3 factor model
A1SCVOB5,a1scvob5,Civic obligation - 5 factor model
A1SWKOB,a1swkob,Work obligation - 5 factor model
A1SALTRU,a1saltru,Altruism obligation - 3 factor model
A1SK8A,a1sk8a,Volunteer hospital/nursing home (hours/month)
A1SK8B,a1sk8b,Volunteer school/other youth related work (hours/month)
A1SK8C,a1sk8c,Volunteer political organization/causes (hours/month)
A1SK8D,a1sk8d,Volunteer other organization/causes (hours/month)
A1SK9A,a1sk9a,Attend religious service (numbers/month)
A1SK9B,a1sk9b,Attend religious meeting (numbers/month)
A1SK9C,a1sk9c,Attend meeting unions/professional groups (numbers/month)
A1SK9D,a1sk9d,Attend meeting sports/social groups (numbers/month)
A1SK9E,a1sk9e,Attend meeting other groups (numbers/month)
A1SK10A,a1sk10a,Give spouse/partner emotional support (hours/month)
A1SK10B,a1sk10b,Give parents emotional support (hours/month)
A1SK10C,a1sk10c,Give in-laws emotional support (hours/month)
A1SK10D,a1sk10d,Give children emotional support (hours/month)
A1SK10E,a1sk10e,Give other family/friends emotional support (hours/month)
A1SK10F,a1sk10f,Give anyone else emotional support (hours/month)
A1SPSUPE,a1spsupe,Monthly hours give support/advice
A1SK11A,a1sk11a,Receive emotional support spouse/partner (hours/month)
A1SK11B,a1sk11b,Receive emotional support parents (hours/month)
A1SK11C,a1sk11c,Receive emotional support in-laws (hours/month)
A1SK11D,a1sk11d,Receive emotional support children (hours/month)
A1SK11E,a1sk11e,Receive emotional support other family/friends (hours/month)
A1SK11F,a1sk11f,Receive emotional support anyone else (hours/month)
A1SRSUPE,a1srsupe,Monthly hours receive support/advice
A1SK12A,a1sk12a,Give unpaid assistance parents (hours/month)
A1SK12B,a1sk12b,Give unpaid assistance in-laws (hours/month)
A1SK12C,a1sk12c,Give unpaid assistance children (hours/month)
A1SK12D,a1sk12d,Give unpaid assistance other family/friends (hours/month)
A1SK12E,a1sk12e,Give unpaid assistance anyone else (hours/month)
A1SPSUPI,a1spsupi,Monthly hours give assistance family/friends
A1SK13A,a1sk13a,Receive unpaid assistance parents (hours/month)
A1SK13B,a1sk13b,Receive unpaid assistance in-laws (hours/month)
A1SK13C,a1sk13c,Receive unpaid assistance children (hours/month)
A1SK13D,a1sk13d,Receive unpaid assistance other family/friends (hours/month)
A1SK13E,a1sk13e,Receive unpaid assistance community volunteers (hours/month)
A1SK13F,a1sk13f,Receive unpaid assistance religious groups (hours/month)
A1SK13G,a1sk13g,Receive unpaid assistance other organization (hours/month)
A1SK13H,a1sk13h,Receive unpaid assistance government groups (hours/month)
A1SRSUIF,a1srsuif,Monthly hours receive assistance family/friends
A1SRSUIO,a1srsuio,Monthly hours receive assistance non-family/friends
A1SK14A,a1sk14a,Financial support to parents (dollars/month)
A1SK14B,a1sk14b,Financial support to in-laws (dollars/month)
A1SK14C,a1sk14c,Financial support to children (dollars/month)
A1SK14D,a1sk14d,Financial support to other family/friends (dollars/month)
A1SK14E,a1sk14e,Financial support to any other individuals (dollars/month)
A1SK14F,a1sk14f,Financial support to religious groups (dollars/month)
A1SK14G,a1sk14g,Financial support to political organizations (dollars/month)
A1SK14H,a1sk14h,Financial support to other organizations (dollars/month)
A1SK15A,a1sk15a,Financial support from parents (dollars/month)
A1SK15B,a1sk15b,Financial support from in-laws (dollars/month)
A1SK15C,a1sk15c,Financial support from children (dollars/month)
A1SK15D,a1sk15d,Financial support from other family/friends (dollars/month)
A1SK15E,a1sk15e,Financial support from religious groups (dollars/month)
A1SK15F,a1sk15f,Financial support from other non-governmental organizations (dollars/month)
A1SK15G,a1sk15g,Financial support from any government group (dollars/month)
A1SK16A,a1sk16a,Lived with aging parent (12 months)
A1SK16B,a1sk16b,Lived with adult children (12 months)
A1SK16C,a1sk16c,Lived with grandchildren (12 months)
A1SK16D,a1sk16d,Lived with other friends/family (12 months)
A1SK17A,a1sk17a,World is too complex for me
A1SK17B,a1sk17b,Do not feel I belong to community
A1SK17C,a1sk17c,People who do a favor expect nothing
A1SK17D,a1sk17d,Have something valuable to give world
A1SK17E,a1sk17e,World is becoming better place
A1SK17F,a1sk17f,Feel close to others in community
A1SK17G,a1sk17g,Daily activities not worthwhile for community
A1SK17H,a1sk17h,Cannot make sense of world
A1SK17I,a1sk17i,Society stopped making progress
A1SK17J,a1sk17j,People do not care about others problems
A1SK17K,a1sk17k,Community is source of comfort
A1SK17L,a1sk17l,Easy to predict society future
A1SK17M,a1sk17m,Society not improving for people like me
A1SK17N,a1sk17n,Believe people are kind
A1SK17O,a1sk17o,Have nothing important for society
A1SSWBMS,a1sswbms,Meaningfulness of Society (Social Well-Being)
A1SSWBSI,a1sswbsi,Social Integration (Social Well-Being)
A1SSWBAO,a1sswbao,Acceptance of Others (Social Well-Being)
A1SSWBSC,a1sswbsc,Social Contribution (Social Well-Being)
A1SSWBSA,a1sswbsa,Social Actualization (Social Well-Being)
A1SL1,a1sl1,Contact with neighbors (frequency)
A1SL2,a1sl2,Conversation/get together with neighbor (frequency)
A1SL3,a1sl3,Years lived in current neighborhood
A1SL4,a1sl4,"Own home outright, mortgage, or rent"
A1SL5A,a1sl5a,Safe alone in neighborhood daytime
A1SL5B,a1sl5b,Safe alone in neighborhood at night
A1SL5C,a1sl5c,Home as nice as most people
A1SL5D,a1sl5d,Proud of my home
A1SL5E,a1sl5e,Can call neighbor for help if needed
A1SL5F,a1sl5f,Others live in better neighborhood
A1SL5G,a1sl5g,Neighbors trust each other
A1SL5H,a1sl5h,Do not like to invite others to home
A1SL5I,a1sl5i,Buildings/streets kept in good repair
A1SL5J,a1sl5j,Feel good about home/neighborhood
A1SL5K,a1sl5k,Neighborhood is kept clean
A1SL5L,a1sl5l,Hopeless to improve home/neighborhood
A1SHOMET,a1shomet,Perceived Quality of Neighborhood
A1SPIHOM,a1spihom,Perceived Inequality in Home
A1SM1,a1sm1,Contact with family members (frequency)
A1SM2,a1sm2,Family members really care about you
A1SM3,a1sm3,Family members understand way you feel
A1SM4,a1sm4,Rely on family for help with problem
A1SM5,a1sm5,Open up to family about worries
A1SM6,a1sm6,Family members make too many demands
A1SM7,a1sm7,Family members criticize you
A1SM8,a1sm8,Family members let you down
A1SM9,a1sm9,Family members get on your nerves
A1SFAMSO,a1sfamso,Family Affectual Solidarity
A1SKINPO,a1skinpo,Support from Family
A1SKINNE,a1skinne,Strain from Family
A1SM10,a1sm10,Contact with friends (frequency)
A1SM11,a1sm11,Friends really care about you
A1SM12,a1sm12,Friends understand way you feel
A1SM13,a1sm13,Rely on friends for help with problem
A1SM14,a1sm14,Open up to friends about worries
A1SFDSOL,a1sfdsol,Friendship Affectual Solidarity
A1SM15,a1sm15,Friends make too many demands on you
A1SM16,a1sm16,Friends criticize you
A1SM17,a1sm17,Friends let you down
A1SM18,a1sm18,Friends get on your nerves
A1SFDSPO,a1sfdspo,Support from Friends
A1SFDSNE,a1sfdsne,Strain from Friends
A1SM19,a1sm19,Friends/relative asks for advice/help
A1SM20,a1sm20,You ask friend/relative for advice/help
A1SM21A1,a1sm21a1,Spouse/partner chronic disease/disability (12 months)
A1SM21A2,a1sm21a2,Parents chronic disease/disability (12 months)
A1SM21A3,a1sm21a3,Children chronic disease/disability (12 months)
A1SM21B1,a1sm21b1,Spouse/partner frequent minor illnesses (12 months)
A1SM21B2,a1sm21b2,Parents frequent minor illnesses (12 months)
A1SM21B3,a1sm21b3,Children frequent minor illnesses (12 months)
A1SM21C1,a1sm21c1,Spouse/partner emotional problems (12 months)
A1SM21C2,a1sm21c2,Parents emotional problems (12 months)
A1SM21C3,a1sm21c3,Children emotional problems (12 months)
A1SM21D1,a1sm21d1,Spouse/partner alcohol/substance problems (12 months)
A1SM21D2,a1sm21d2,Parents alcohol/substance problems (12 months)
A1SM21D3,a1sm21d3,Children alcohol/substance problems (12 months)
A1SM21E1,a1sm21e1,Spouse/partner financial problems (12 months)
A1SM21E2,a1sm21e2,Parents financial problems (12 months)
A1SM21E3,a1sm21e3,Children financial problems (12 months)
A1SM21F1,a1sm21f1,Spouse/partner school/work problems (12 months)
A1SM21F2,a1sm21f2,Parents school/work problems (12 months)
A1SM21F3,a1sm21f3,Children school/work problems (12 months)
A1SM21G1,a1sm21g1,Spouse/partner difficult find/keep job (12 months)
A1SM21G2,a1sm21g2,Parents difficult find/keep job (12 months)
A1SM21G3,a1sm21g3,Children difficult find/keep job (12 months)
A1SM21H1,a1sm21h1,Spouse/partner marital/relationship problems (12 months)
A1SM21H2,a1sm21h2,Parents marital/relationship problems (12 months)
A1SM21H3,a1sm21h3,Children marital/relationship problems (12 months)
A1SM21I1,a1sm21i1,Spouse/partner legal problems (12 months)
A1SM21I2,a1sm21i2,Parents legal problems (12 months)
A1SM21I3,a1sm21i3,Children legal problems (12 months)
A1SM21J1,a1sm21j1,Spouse/partner difficult get along with others (12 months)
A1SM21J2,a1sm21j2,Parents difficult get along with others (12 months)
A1SM21J3,a1sm21j3,Children difficult get along with others (12 months)
A1SN1,a1sn1,Rate current relationship with children
A1SN2,a1sn2,Rate relationship with children 10 years ago
A1SN3,a1sn3,Rate relationship with children 10 years future
A1SN4,a1sn4,Rate control over relationship with children
A1SN5,a1sn5,Rate thought/effort relationship with children
A1SN6A,a1sn6a,Feel good about opportunities for children
A1SN6B,a1sn6b,Family life with children more negative
A1SN6C,a1sn6c,Problems with children caused shame
A1SN6D,a1sn6d,No resources for fun things with children
A1SN6E,a1sn6e,Do for children as much as others
A1SN6F,a1sn6f,Pride about what able to do for children
A1SPIFAM,a1spifam,Perceived Inequality in Family
A1SN7A1,a1sn7a1,Respondent stop working to care for children
A1SN7A2,a1sn7a2,Spouse/partner stop working to care for children
A1SN7B1,a1sn7b1,Respondent cut back hours to care for children
A1SN7B2,a1sn7b2,Spouse/partner cut back hours to care for children
A1SN7C1,a1sn7c1,Respondent work longer hours meet child needs
A1SN7C2,a1sn7c2,Spouse/partner work longer hours meet child needs
A1SN7D1,a1sn7d1,Respondent switch to different job for children
A1SN7D2,a1sn7d2,Spouse/partner switch to different job for children
A1SN8,a1sn8,Days respondent change schedule for childcare
A1SN9,a1sn9,Days spouse/partner change schedule for childcare
A1SN10,a1sn10,Provide childcare stressful (school year)
A1SN11,a1sn11,Provide childcare stressful (summer)
A1SP1,a1sp1,Rate current marriage/relationship
A1SP2,a1sp2,Rate marriage/relationship 10 years ago
A1SP3,a1sp3,Rate marriage/relationship 10 years future
A1SP4,a1sp4,Rate control over marriage/relationship
A1SP5,a1sp5,Rate thought/effort marriage/relationship
A1SP6,a1sp6,Describe marital relationship
A1SP7,a1sp7,Relationship in trouble (12 months)
A1SP8,a1sp8,Chances eventually separate from spouse/partner
A1SP9A,a1sp9a,Disagree about money matters with spouse/partner
A1SP9B,a1sp9b,Disagree about household tasks with spouse/partner
A1SP9C,a1sp9c,Disagree about leisure activities with spouse/partner
A1SSPDIS,a1sspdis,Spouse/Partner Disagreement
A1SMARRS,a1smarrs,Marital risk
A1SP10,a1sp10,Good talk with spouse/partner (frequency)
A1SP11,a1sp11,Spouse/partner really cares about you
A1SP12,a1sp12,Spouse/partner understands way you feel
A1SP13,a1sp13,Spouse/partner appreciates you
A1SP14,a1sp14,Rely spouse/partner for help with serious problem
A1SP15,a1sp15,Open up to spouse/partner about worries
A1SP16,a1sp16,"Can relax, be yourself around spouse/partner"
A1SSPSOL,a1sspsol,Spouse/Partner Affectual Solidarity
A1SSPEMP,a1sspemp,Support from Spouse/Partner
A1SP17,a1sp17,Spouse/partner makes too many demands on you
A1SP18,a1sp18,Spouse/partner makes you feel tense
A1SP19,a1sp19,Spouse/partner argues with you
A1SP20,a1sp20,Spouse/partner criticizes you
A1SP21,a1sp21,Spouse/partner lets you down
A1SP22,a1sp22,Spouse/partner gets on your nerves
A1SSPCRI,a1sspcri,Strain from Spouse/Partner
A1SP23,a1sp23,Who does more household chores
A1SP24,a1sp24,Respondent does household chores (hours/week)
A1SP25,a1sp25,Spouse/partner does household chores (hours/week)
A1SP26,a1sp26,How fair are household chores to respondent
A1SP27,a1sp27,How fair are household chores to spouse/partner
A1SP28A,a1sp28a,Make decisions with spouse/partner as a team
A1SP28B,a1sp28b,Talk with spouse/partner makes things better
A1SP28C,a1sp28c,Talk with spouse/partner before make plans
A1SP28D,a1sp28d,Ask spouse/partner for advice about issues
A1SSPDEC,a1sspdec,Spouse/Partner Decision Making
A1SP29,a1sp29,Describe spouse/partner physical health currently
A1SP30,a1sp30,Describe spouse/partner mental health currently
A1SP31,a1sp31,"Spouse/partner currently working for pay, either full-time or part-time?"
A1SP32,a1sp32,Hours per week spouse/partner works at main job
A1SP33,a1sp33,Hours per week spouse/partner works at other job
A1SP34A,a1sp34a,Spouse/partner works days in average week (frequency)
A1SP34B,a1sp34b,Spouse/partner works evenings in average week (frequency)
A1SP34C,a1sp34c,Spouse/partner works nights in average week (frequency)
A1SP34D,a1sp34d,Spouse/partner works weekends in average week (frequency)
A1SP35,a1sp35,Spouse/partner time begin job - military time (HHMM)
A1SP36,a1sp36,Spouse/partner time end job - military time (HHMM)
A1SP37,a1sp37,Spouse/partner job commute time - number of minutes
A1SP38,a1sp38,Spouse/partner chances could keep job for next 2 years
A1SQ1,a1sq1,Rate sexual aspect of life currently
A1SQ2,a1sq2,Rate sexual aspect of life 10 years ago
A1SQ3,a1sq3,Rate sexual aspect of life 10 years future
A1SQ4,a1sq4,Rate control over sexual aspect of life
A1SQ5,a1sq5,Rate thought/effort sexual aspect of life
A1SQ6,a1sq6,Number of sex partners (past year)
A1SQ7,a1sq7,Describe sexual orientation
A1SQ8,a1sq8,Sex frequency (past 6 months)
A1SR1,a1sr1,Religious preference 1st choice
A1SR1A,a1sr1a,Christian religion
A1SR2A,a1sr2a,How religious are you
A1SR2B,a1sr2b,How spiritual are you
A1SR2C,a1sr2c,How superstitious are you
A1SR2D,a1sr2d,Religion important in your life
A1SR2E,a1sr2e,Spirituality important in your life
A1SR2F,a1sr2f,Religious instruction important for children
A1SR2G,a1sr2g,Identify with your religious group
A1SR2H,a1sr2h,Prefer people of same religion
A1SR2I,a1sr2i,Important to marry in same religion
A1SR3,a1sr3,Explore different religions or stick to one
A1SR4,a1sr4,Attend religious/spiritual services (frequency)
A1SR5,a1sr5,Seek comfort through religion when problem
A1SR6,a1sr6,Look to religious beliefs make decisions
A1SR7,a1sr7,Ever been born again
A1SR8,a1sr8,Bible is actual Word of God
A1SA1S1_1,a1sa1s1_1,American Indian/Native American
A1SA1S1_2,a1sa1s1_2,Bahamas
A1SA1S1_3,a1sa1s1_3,Canada
A1SA1S1_4,a1sa1s1_4,Costa Rica
A1SA1S1_5,a1sa1s1_5,Cuba
A1SA1S1_6,a1sa1s1_6,Dominican Republic
A1SA1S1_7,a1sa1s1_7,El Salvador
A1SA1S1_8,a1sa1s1_8,Guatemala
A1SA1S1_9,a1sa1s1_9,Haiti
A1SA1S1_10,a1sa1s1_10,Honduras
A1SA1S1_11,a1sa1s1_11,Jamaica
A1SA1S1_12,a1sa1s1_12,Mexico
A1SA1S1_13,a1sa1s1_13,Nicaragua
A1SA1S1_14,a1sa1s1_14,Panama
A1SA1S1_15,a1sa1s1_15,Puerto Rico
A1SA1S1_16,a1sa1s1_16,St. Vincent
A1SA1S1_17,a1sa1s1_17,Trinidad
A1SA1S1_18,a1sa1s1_18,Central America/Caribbean
A1SA1S1_19,a1sa1s1_19,North/Central America/Other
A1SA1S1_20,a1sa1s1_20,Argentina
A1SA1S1_21,a1sa1s1_21,Bolivia
A1SA1S1_22,a1sa1s1_22,Brazil
A1SA1S1_23,a1sa1s1_23,Chile
A1SA1S1_24,a1sa1s1_24,Colombia
A1SA1S1_25,a1sa1s1_25,Ecuador
A1SA1S1_26,a1sa1s1_26,Peru
A1SA1S1_27,a1sa1s1_27,Venezuela
A1SA1S1_28,a1sa1s1_28,South America-no specific country
A1SA1S1_29,a1sa1s1_29,South America/other
A1SA1S1_30,a1sa1s1_30,Czechoslovakia
A1SA1S1_31,a1sa1s1_31,England
A1SA1S1_32,a1sa1s1_32,France
A1SA1S1_33,a1sa1s1_33,Germany
A1SA1S1_34,a1sa1s1_34,Greece
A1SA1S1_35,a1sa1s1_35,Hungary
A1SA1S1_36,a1sa1s1_36,Ireland
A1SA1S1_37,a1sa1s1_37,Italy
A1SA1S1_38,a1sa1s1_38,Norway
A1SA1S1_39,a1sa1s1_39,Poland
A1SA1S1_40,a1sa1s1_40,Portugal
A1SA1S1_41,a1sa1s1_41,Russia or Soviet Union
A1SA1S1_42,a1sa1s1_42,Scotland
A1SA1S1_43,a1sa1s1_43,Spain
A1SA1S1_44,a1sa1s1_44,Sweden
A1SA1S1_45,a1sa1s1_45,The Netherlands
A1SA1S1_46,a1sa1s1_46,Yugoslavia
A1SA1S1_47,a1sa1s1_47,Eastern Europe-no specific country
A1SA1S1_48,a1sa1s1_48,Western Europe-no specific country
A1SA1S1_49,a1sa1s1_49,Europe/other
A1SA1S1_50,a1sa1s1_50,China
